id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
source::https_synapse.patsnap.com_drug_7c6b684bb82a4c1f818605485eedb5e2,Synapse — AS-401,source,Source__Synapse_—_AS-401,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_organization_8194253b2084b7bb78130c4a8fe991eb,Synapse — Autophagy Science,source,Source__Synapse_—_Autophagy_Science,pipeline/source;source/pipeline_database,,,E0,,,,
asset::ce223br17_parkinson's_disease_research_program,CE223BR17 / Parkinson's Disease Research Program,asset,Asset__CE223BR17_Parkinson's_Disease_Research_Program,pipeline/asset;theme/others,10,Watch,E3,,,,
review::corestemchemon_inc._ce223br17_parkinson's_disease_research_program,Full Scout — CE223BR17 / Parkinson's Disease Research Program,review,Review__CorestemChemon_Inc._CE223BR17_Parkinson's_Disease_Research_Program,pipeline/review;workflow/full_scout,10,Watch,E3,Full Scout,Full Scout,,
company::corestemchemon_inc,CorestemChemon Inc.,company,Company__CorestemChemon_Inc,pipeline/company,,,,,,,
target::dopaminergic_neuronal_loss_and_damaged_neural_microenvironment;_no_sing_c0e844e7,Dopaminergic neuronal loss and damaged neural microenvironment; no single molecular target disclosed,target,Target__Dopaminergic_neuronal_loss_and_damaged_neural_microenvironment;_no_sing_c0e844e7,pipeline/target,,,,,,,
moa::transplantation_of_ipsc-_or_esc-derived_neural_stem_cells_and_astrocyte_3984d2f8,Transplantation of iPSC- or ESC-derived neural stem cells and astrocytes to modulate the neural microenvironment and support regeneration and functional recovery of dopaminergic neurons.,moa,MoA__Transplantation_of_iPSC-_or_ESC-derived_neural_stem_cells_and_astrocyte_3984d2f8,pipeline/moa,,,,,,,
modality::cell_therapy,Cell therapy,modality,Modality__Cell_therapy,pipeline/modality,,,,,,,
indication::parkinson's_disease_and_broadly_described_degenerative_neurological_disease,Parkinson's disease and broadly described degenerative neurological disease,indication,Indication__Parkinson's_disease_and_broadly_described_degenerative_neurological_disease,pipeline/indication,,,,,,,
scorecard::corestemchemon_inc._ce223br17_parkinson's_disease_research_program,Scorecard - CE223BR17 / Parkinson's Disease Research Program,scorecard,Scorecard__CE223BR17_Parkinson's_Disease_Research_Program__CorestemChemon_Inc._CE223BR17_Parkinson's_Disease_Research_Program,pipeline/scorecard,10,Watch,E3,,,,
competitor::sumitomo_pharma_racthera_amchepry_raguneprocel,AMCHEPRY / raguneprocel,competitor,Competitor__Sumitomo_Pharma_RACTHERA__AMCHEPRY_raguneprocel,pipeline/competitor,,,,,,,
competitor::bluerock_therapeutics_bayer_bemdaneprocel_brt-da01,Bemdaneprocel / BRT-DA01,competitor,Competitor__BlueRock_Therapeutics_Bayer__Bemdaneprocel_BRT-DA01,pipeline/competitor,,,,,,,
competitor::aspen_neuroscience_sasineprocel_anpd001,Sasineprocel / ANPD001,competitor,Competitor__Aspen_Neuroscience__Sasineprocel_ANPD001,pipeline/competitor,,,,,,,
competitor::s.biomedics_ted-a9_a9-dpc,TED-A9 / A9-DPC,competitor,Competitor__S.Biomedics__TED-A9_A9-DPC,pipeline/competitor,,,,,,,
competitor::unixell_biotechnology_ux-da003,UX-DA003,competitor,Competitor__UniXell_Biotechnology__UX-DA003,pipeline/competitor,,,,,,,
competitor::iregene_therapeutics_nouvneu001,NouvNeu001,competitor,Competitor__iRegene_Therapeutics__NouvNeu001,pipeline/competitor,,,,,,,
source::https_kind.krx.co.kr_external_2026_05_15_001965_20260515004351_11013.htm,CorestemChemon 2026 First-Quarter Report,source,Source__CorestemChemon_2026_First-Quarter_Report,pipeline/source;source/other,,,E3,,,,
source::https_www.corestemchemon.com_eng_rd_pipeline.html,CorestemChemon Pipeline,source,Source__CorestemChemon_Pipeline,pipeline/source;source/official_company,,,E3,,,,
source::https_www.corestemchemon.com_eng_main_main.html,CorestemChemon Official Website,source,Source__CorestemChemon_Official_Website,pipeline/source;source/official_company,,,E3,,,,
source::https_kind.krx.co.kr_external_2026_03_19_001673_20260319006857_11011.htm,CorestemChemon 2025 Business Report,source,Source__CorestemChemon_2025_Business_Report,pipeline/source;source/regulatory_disclosure,,,E3,,,,
source::https_corestemchemon.com_eng_pr_media.html_bmain=view&search=%26page%3d2&uid=75,CorestemChemon Pipeline Development News,source,Source__CorestemChemon_Pipeline_Development_News,pipeline/source;source/official_company_press_release,,,E3,,,,
source::https_www.hinews.co.kr_news_articleview.html_idxno=23506,Corestem and Hanyang University Parkinson Cell-Therapy Technology Transfer,source,Source__Corestem_and_Hanyang_University_Parkinson_Cell-Therapy_Technology_Transfer,pipeline/source;source/biotechnology_news,,,E3,,,,
source::https_patents.google.com_patent_wo2021145467a1_ko,WO2021145467A1 — Differentiation Method Using Disassembled 3D Organoids,source,Source__WO2021145467A1_—_Differentiation_Method_Using_Disassembled_3D_Organoids,pipeline/source;source/patent,,,E3,,,,
source::https_pubmed.ncbi.nlm.nih.gov_34052305,Neural Stem Cells Derived from Human Midbrain Organoids as a Stable Source for Treating Parkinson's Disease,source,Source__Neural_Stem_Cells_Derived_from_Human_Midbrain_Organoids_as_a_Stable_Sou_4b2131f4,pipeline/source;source/peer_reviewed_publication,,,E3,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc11954835,Preparation of Human Astrocytes with Potent Therapeutic Functions Using Ventral Midbrain Patterning,source,Source__Preparation_of_Human_Astrocytes_with_Potent_Therapeutic_Functions_Using_21b79e05,pipeline/source;source/peer_reviewed_publication,,,E3,,,,
source::https_www.sumitomo-pharma.com_news_20260306.html,Japan Approval of AMCHEPRY,source,Source__Japan_Approval_of_AMCHEPRY,pipeline/source;source/official_company_regulatory_release,,,E3,,,,
source::https_www.bayer.com_media_en-us_first-parkinsons-disease-patient-treate_c497dc9b,First Patient Treated in Bemdaneprocel Phase 3,source,Source__First_Patient_Treated_in_Bemdaneprocel_Phase_3,pipeline/source;source/official_company_press_release,,,E3,,,,
source::https_aspenneuroscience.com_aspen-neuroscience-announces-positive-12-mo_787641c4,Sasineprocel ASPIRO 12-Month Data,source,Source__Sasineprocel_ASPIRO_12-Month_Data,pipeline/source;source/official_company_press_release,,,E3,,,,
source::https_www.catalent.com_catalent-news_catalent-and-s-biomedics-announce-_fbb37290,Catalent and S.Biomedics TED-A9 Partnership,source,Source__Catalent_and_S.Biomedics_TED-A9_Partnership,pipeline/source;source/official_company_press_release,,,E3,,,,
source::https_unixell.com_en_companynews_info.aspx_itemid=316,FDA IND Clearance for UX-DA003,source,Source__FDA_IND_Clearance_for_UX-DA003,pipeline/source;source/official_company_press_release,,,E3,,,,
source::https_clinicaltrials.gov_study_nct07102342,NouvNeu001 Phase 1/2 Clinical Study,source,Source__NouvNeu001_Phase_1_2_Clinical_Study,pipeline/source;source/clinical_registry,,,E3,,,,
source::https_www.parkinson.org_understanding-parkinsons_statistics,Parkinson's Foundation Statistics,source,Source__Parkinson's_Foundation_Statistics,pipeline/source;source/epidemiology,,,E3,,,,
source::https_www.japantimes.co.jp_news_2026_05_13_japan_science-health_ips-par_78d45d6a,AMCHEPRY Reimbursement Price,source,Source__AMCHEPRY_Reimbursement_Price,pipeline/source;source/pricing_news,,,E3,,,,
asset::adel-y04,ADEL-Y04,asset,Asset__ADEL-Y04,pipeline/asset;theme/others,7,Run Full Scout,E0,,,,
review::adel_adel-y04,Fast Triage — ADEL-Y04,review,Review__ADEL_ADEL-Y04,pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::adel,ADEL,company,Company__ADEL,pipeline/company,,,,,,,
target::apoe4,ApoE4,target,Target__ApoE4,pipeline/target,,,,,,,
"moa::apoe4-selective_antibody_intended_to_reduce_tau_pathology,_inflammation_aa8a32f4","ApoE4-selective antibody intended to reduce tau pathology, inflammation and synaptic dysfunction",moa,"MoA__ApoE4-selective_antibody_intended_to_reduce_tau_pathology,_inflammation_aa8a32f4",pipeline/moa,,,,,,,
modality::antibody,Antibody,modality,Modality__Antibody,pipeline/modality,,,,,,,
indication::alzheimer's_disease;_metabolic_disease_also_listed,Alzheimer's disease; metabolic disease also listed,indication,Indication__Alzheimer's_disease;_metabolic_disease_also_listed,pipeline/indication,,,,,,,
scorecard::adel_adel-y04,Scorecard - ADEL-Y04,scorecard,Scorecard__ADEL-Y04__ADEL_ADEL-Y04,pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_adelpharm.com_en_adel-y04,ADEL-Y04 pipeline,source,Source__ADEL-Y04_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc11713033,ApoE4 antibody mouse study,source,Source__ApoE4_antibody_mouse_study,pipeline/source;source/peer_reviewed_publication_abstract,,,E0,,,,
source::https_www.biospectator.com_news_view_29005,ADEL-Y04 2026 R&D project,source,Source__ADEL-Y04_2026_R&D_project,pipeline/source;source/reputable_biotech_news,,,E0,,,,
"asset::alzheimer's_disease_therapy,_beijing_youngen_biotechnology","Alzheimer's disease therapy, Beijing Youngen Biotechnology",asset,"Asset__Alzheimer's_disease_therapy,_Beijing_Youngen_Biotechnology",pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
"review::beijing_hotgen_biotech_alzheimer's_disease_therapy,_beijing_youngen_bio_7dc0ea1a","Fast Triage — Alzheimer's disease therapy, Beijing Youngen Biotechnology",review,"Review__Beijing_Hotgen_Biotech_Alzheimer's_disease_therapy,_Beijing_Youngen_Bio_7dc0ea1a",pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
company::beijing_hotgen_biotech,Beijing Hotgen Biotech,company,Company__Beijing_Hotgen_Biotech,pipeline/company,,,,,,,
modality::unknown,Unknown,modality,Modality__Unknown,pipeline/modality,,,,,,,
indication::unknown,Unknown,indication,Indication__Unknown,pipeline/indication,,,,,,,
"scorecard::beijing_hotgen_biotech_alzheimer's_disease_therapy,_beijing_youngen_bio_7dc0ea1a","Scorecard - Alzheimer's disease therapy, Beijing Youngen Biotechnology",scorecard,"Scorecard__Alzheimer's_disease_therapy,_Beijing_Youngen_Biotechnology__Beijing_Hotgen_Biotech_Alzheimer's_disease_therapy,_Beijing_Youngen_Bio_7dc0ea1a",pipeline/scorecard,0,Verify asset identity,E0,,,,
source::https_www.youngenbiomed.com,Youngen overview,source,Source__Youngen_overview,pipeline/source;source/other,,,E0,,,,
source::https_www.youngenbiomed.com_youngen-biotechnology-patent-for-small-nucl_873092a8,Youngen APP siRNA patent announcement,source,Source__Youngen_APP_siRNA_patent_announcement,pipeline/source;source/other,,,E0,,,,
source::https_flcube.com_p=58620,Hotgen AA001 report,source,Source__Hotgen_AA001_report,pipeline/source;source/industry_news,,,E0,,,,
asset::alzheimer's_disease,Alzheimer's Disease,asset,Asset__Alzheimer's_Disease,pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
review::beijing_youngen_biotechnology_co_ltd_alzheimer's_disease,Fast Triage — Alzheimer's Disease,review,Review__Beijing_Youngen_Biotechnology_Co_Ltd_Alzheimer's_Disease,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
"company::beijing_youngen_biotechnology_co.,_ltd","Beijing Youngen Biotechnology Co., Ltd.",company,"Company__Beijing_Youngen_Biotechnology_Co.,_Ltd",pipeline/company,,,,,,,
scorecard::beijing_youngen_biotechnology_co_ltd_alzheimer's_disease,Scorecard - Alzheimer's Disease,scorecard,Scorecard__Alzheimer's_Disease__Beijing_Youngen_Biotechnology_Co_Ltd_Alzheimer's_Disease,pipeline/scorecard,0,Verify asset identity,E0,,,,
asset::drug_to_inhibit_tau_for_alzheimer's_disease,Drug to Inhibit Tau for Alzheimer's Disease,asset,Asset__Drug_to_Inhibit_Tau_for_Alzheimer's_Disease,pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
review::hyper_corp_inc_drug_to_inhibit_tau_for_alzheimer's_disease,Fast Triage — Drug to Inhibit Tau for Alzheimer's Disease,review,Review__Hyper_Corp_Inc_Drug_to_Inhibit_Tau_for_Alzheimer's_Disease,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
company::hyper_corp_inc,Hyper Corp Inc,company,Company__Hyper_Corp_Inc,pipeline/company,,,,,,,
scorecard::hyper_corp_inc_drug_to_inhibit_tau_for_alzheimer's_disease,Scorecard - Drug to Inhibit Tau for Alzheimer's Disease,scorecard,Scorecard__Drug_to_Inhibit_Tau_for_Alzheimer's_Disease__Hyper_Corp_Inc_Drug_to_Inhibit_Tau_for_Alzheimer's_Disease,pipeline/scorecard,0,Verify asset identity,E0,,,,
asset::hbw-015,HBW-015,asset,Asset__HBW-015,pipeline/asset;theme/others,4,Do not run Full Scout,E0,,,,
review::hyperway_pharmaceutical_hbw-015,Fast Triage — HBW-015,review,Review__Hyperway_Pharmaceutical_HBW-015,pipeline/review;workflow/fast_triage,4,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::hyperway_pharmaceutical,Hyperway Pharmaceutical,company,Company__Hyperway_Pharmaceutical,pipeline/company,,,,,,,
moa::inhibitor_of_an_undisclosed_pain-sensing_pathway,Inhibitor of an undisclosed pain-sensing pathway,moa,MoA__Inhibitor_of_an_undisclosed_pain-sensing_pathway,pipeline/moa,,,,,,,
indication::analgesia;_efficacy_reported_in_a_cci_neuropathic-pain_model,Analgesia; efficacy reported in a CCI neuropathic-pain model,indication,Indication__Analgesia;_efficacy_reported_in_a_CCI_neuropathic-pain_model,pipeline/indication,,,,,,,
scorecard::hyperway_pharmaceutical_hbw-015,Scorecard - HBW-015,scorecard,Scorecard__HBW-015__Hyperway_Pharmaceutical_HBW-015,pipeline/scorecard,4,Do not run Full Scout,E0,,,,
source::https_www.tianfulifesciencepark.com_news_detail_id=2667,HBW-015-15 R&D report,source,Source__HBW-015-15_R&D_report,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_drug_33fb9f9fba8f4d5cb534113ca25760aa,HBW-015 drug record,source,Source__HBW-015_drug_record,pipeline/source;source/drug_database,,,E0,,,,
source::https_en.hyperwaypharma.com_yanfa.html,Hyperway current pipeline,source,Source__Hyperway_current_pipeline,pipeline/source;source/official_company_pipeline,,,E0,,,,
asset::ilm02,ILM02,asset,Asset__ILM02,pipeline/asset;theme/neuroimmune,2,Do not run Full Scout,E0,,,,
review::illimis_therapeutics_ilm02,Fast Triage — ILM02,review,Review__Illimis_Therapeutics_ILM02,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
target::tau_aggregates_and_tam_receptors,Tau aggregates and TAM receptors,target,Target__Tau_aggregates_and_TAM_receptors,pipeline/target,,,,,,,
moa::gaia-tau_fusion_protein_for_tam-mediated_phagocytosis_with_reduced_inflammation,GAIA-tau fusion protein for TAM-mediated phagocytosis with reduced inflammation,moa,MoA__GAIA-tau_fusion_protein_for_TAM-mediated_phagocytosis_with_reduced_inflammation,pipeline/moa,,,,,,,
indication::tauopathies,Tauopathies,indication,Indication__Tauopathies,pipeline/indication,,,,,,,
scorecard::illimis_therapeutics_ilm02,Scorecard - ILM02,scorecard,Scorecard__ILM02__Illimis_Therapeutics_ILM02,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_illimistx.com_kr_sub_platform%26pipeline_platform.php,Illimis GAIA pipeline,source,Source__Illimis_GAIA_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_drug_6e51d0532bd744e1a3694db8fa72e39e,ILM-02 record,source,Source__ILM-02_record,pipeline/source;source/drug_database,,,E0,,,,
asset::ilm21,ILM21,asset,Asset__ILM21,pipeline/asset;theme/neuroimmune,4,Do not run Full Scout,E0,,,,
review::illimis_therapeutics_ilm21,Fast Triage — ILM21,review,Review__Illimis_Therapeutics_ILM21,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
scorecard::illimis_therapeutics_ilm21,Scorecard - ILM21,scorecard,Scorecard__ILM21__Illimis_Therapeutics_ILM21,pipeline/scorecard,0,Verify asset identity,E0,,,,
asset::ilm01,ILM01,asset,Asset__ILM01,pipeline/asset;theme/neuroimmune,7,Run Full Scout,E0,,,,
review::illimis_therapeutics_ilm01,Fast Triage — ILM01,review,Review__Illimis_Therapeutics_ILM01,pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
target::amyloid-beta_aggregates_and_tam_receptors,Amyloid-beta aggregates and TAM receptors,target,Target__Amyloid-beta_aggregates_and_TAM_receptors,pipeline/target,,,,,,,
moa::gaia-aβ_fusion_protein_for_tam-mediated_amyloid_phagocytosis_with_reduc_dca873e5,GAIA-Aβ fusion protein for TAM-mediated amyloid phagocytosis with reduced inflammatory signaling,moa,MoA__GAIA-Aβ_fusion_protein_for_TAM-mediated_amyloid_phagocytosis_with_reduc_dca873e5,pipeline/moa,,,,,,,
scorecard::illimis_therapeutics_ilm01,Scorecard - ILM01,scorecard,Scorecard__ILM01__Illimis_Therapeutics_ILM01,pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_www.koreabiomed.com_news_articleview.html_idxno=29100,ILM01 ARIA-free therapy interview,source,Source__ILM01_ARIA-free_therapy_interview,pipeline/source;source/reputable_biotech_interview,,,E0,,,,
source::https_m.biospectator.com_view_news_view.php_varatcid=25729,Illimis Series B,source,Source__Illimis_Series_B,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::neurodegenerative_diseases_lilly,Neurodegenerative Diseases Lilly,asset,Asset__Neurodegenerative_Diseases_Lilly,pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
review::illimis_therapeutics_inc_neurodegenerative_diseases_lilly,Fast Triage — Neurodegenerative Diseases Lilly,review,Review__Illimis_Therapeutics_Inc_Neurodegenerative_Diseases_Lilly,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
"company::illimis_therapeutics,_inc","Illimis Therapeutics, Inc.",company,"Company__Illimis_Therapeutics,_Inc",pipeline/company,,,,,,,
scorecard::illimis_therapeutics_inc_neurodegenerative_diseases_lilly,Scorecard - Neurodegenerative Diseases Lilly,scorecard,Scorecard__Neurodegenerative_Diseases_Lilly__Illimis_Therapeutics_Inc_Neurodegenerative_Diseases_Lilly,pipeline/scorecard,0,Verify asset identity,E0,,,,
source::https_www.illimistx.com_en_sub_investor%26media_news.php_bid=16&idx=282_4499f524,Illimis financing and Lilly research collaboration announcement,source,Source__Illimis_financing_and_Lilly_research_collaboration_announcement,pipeline/source;source/other,,,E0,,,,
asset::lnk01006,LNK01006,asset,Asset__LNK01006,pipeline/asset;theme/neuroimmune,6,Run Full Scout,E0,,,,
review::lynk_pharmaceuticals_lnk01006,Fast Triage — LNK01006,review,Review__Lynk_Pharmaceuticals_LNK01006,pipeline/review;workflow/fast_triage,6,Run Full Scout,E0,Fast Triage,Fast Triage,,
